DATE,FOOD_ITEM,DISC_ID,DISC_AMT,CHECK_NUM,OUTLET,TIME_IN,TIME_OUT,GUEST
20180301,AMERICAN,85,25.0,118270,1001,65226,73143,1
20180301,BUFF.BREAKFAST(A),15,16.41,118274,1000,102707,102813,3
20180301,MEXICANA,85,19.81,118275,1001,111440,114736,1
20180301,PATTY MELT,85,17.45,118275,1001,111440,114736,1
20180301,BUFF.LUNCH(A),85,46.22,118277,1000,122354,122857,0
20180301,HEALTHY SET D,85,27.83,118282,1001,132233,134452,1
20180301,NYONYA CURRY,35,6.42,118283,1000,133848,150840,2
20180301,TEH TARIK,35,3.77,118283,1000,133848,150840,2
20180301,CHIC TEMPURA,35,7.17,118283,1000,133848,150840,2
20180301,CHAR KWAY TEOW,35,6.42,118284,1000,134536,193543,1
20180301,BUFF.LUNCH(A),41,305.09,118285,1000,135308,135350,22
20180301,TV SET 1,85,27.83,118292,1001,153244,160831,1
20180301,RYE BREAD,3,6.6,118295,1000,195055,195249,0
20180301,MONTH CAKE SLC,3,11.32,118296,1000,195556,195616,0
20180301,CAESER SALAD,4,2.83,118301,1000,214958,222222,1
20180302,BUFF.BREAKFAST(A),15,5.47,118312,1000,63436,65817,1
20180302,CAPPUCINO,15,2.07,118314,1000,73353,73601,1
20180302,DB ESPRESSO,15,2.07,118314,1000,73353,73601,1
20180302,BUFF.BREAKFAST(A),85,27.36,118318,1000,82002,82609,1
20180302,BUFF.BREAKFAST(A),15,5.47,118319,1000,85433,85747,1
20180302,CAPPUCCINO,15,2.17,118320,1000,101553,101657,1
20180302,JELLYFISH YS H,35,20.38,118322,1003,105427,131405,1
20180302,AL GRANCHIO,35,7.55,118323,1000,122053,150550,3
20180302,BBQ CHIC SALAD,35,5.28,118323,1000,122053,150550,3
20180302,MEXICANA,35,7.55,118323,1000,122053,150550,3
20180302,SEAFOOD RAMEN,15,3.58,118337,1000,144307,153912,10
20180302,CHAR KWAY TEOW,15,3.21,118337,1000,144307,153912,10
20180302,TEH TARIK,15,1.89,118337,1000,144307,153912,10
20180302,GREEN TEA,15,1.7,118337,1000,144307,153912,10
20180303,CAESER SALAD,4,2.83,118371,1000,73003,73027,1
20180303,BUFF.BREAKFAST(C),15,5.47,118373,1000,75042,75136,2
20180303,BUFF.BREAKFAST(A),15,10.94,118374,1000,83936,84521,2
