DATE,FOOD_ITEM,DISC_ID,DISC_AMT,CHECK_NUM,OUTLET,TIME_IN,TIME_OUT,GUEST
20170228,MEE MAMAK,85,16.51,110003,1001,151950,152049,1
20170228,KOAY TEO(S),67,15.56,110005,1003,161956,162016,1
20170228,VEGETABLES(S),67,13.21,110005,1003,161956,162016,1
20170228,FRESH BREW COFFEE,67,9.9,110006,1000,162132,162150,1
20170228,MONTH CAKE SLC,67,5.66,110006,1000,162132,162150,1
20170228,KAISEN UDON,67,22.17,110007,1004,162335,162350,1
20170228,TENDERLOIN,4,7.55,110012,1000,190649,195623,1
20170228,TENDERLOIN,4,7.55,110012,1000,190649,195623,1
20170228,CAESER SALAD,15,3.02,110020,1000,204352,212146,1
20170228,BEEF SIRLOIN,15,6.79,110020,1000,204352,212146,1
20170228,EGG,4,0.57,110022,1000,212524,220732,1
20170201,BUFF.BREAKFAST(A),15,5.47,118422,1000,65040,74515,1
20170201,BUFF.BREAKFAST(A),15,5.47,118424,1000,71538,71732,1
20170201,BUFF.BREAKFAST(A),15,10.94,118429,1000,84850,91553,3
20170201,CAFE LATTE,15,4.34,118429,1000,84850,91553,3
20170201,ROTI CANAI,15,1.98,118429,1000,84850,91553,3
20170201,BUFF.BREAKFAST(A),15,5.47,118431,1000,100333,103015,1
20170201,CAFE LATTE,35,8.68,118432,1000,104010,110552,2
20170201,OMELETTE,35,12.45,118432,1000,104010,110552,2
20170201,AMERICAN B'FAST,35,10.0,118433,1000,104308,114248,2
20170201,OMELETTE,35,12.45,118433,1000,104308,114248,2
20170201,LIPTON TEA,35,3.4,118433,1000,104308,114248,2
20170201,CONGEE,35,4.34,118433,1000,104308,114248,2
20170201,FRUIT PLATE,35,3.96,118433,1000,104308,114248,2
20170201,SET N/TONGUE,85,27.83,118438,1001,124205,130240,1
20170201,CHIC CHOP RICE,90,5.66,118442,1000,133521,142952,2
20170201,SALMON MEDALLIONS,90,8.07,118442,1000,133521,142952,2
20170201,SET NORWEGIAN,85,27.83,118443,1001,135606,141848,1
20170201,CHAR KWAY TEOW,85,16.51,118445,1001,160035,162116,1
20170201,CHAR KWAY TEOW,85,16.51,118448,1001,172641,174911,1
20170201,PRAWN MASALA,15,4.62,118453,1000,200230,205810,1
20170201,F.BREWED COFFEE,85,9.9,118454,1001,201441,205855,1
20170201,N NUMB TONGUE,85,19.81,118454,1001,201441,205855,1
20170202,PATTY MELT,85,15.09,118468,1000,111110,121301,2
20170202,EASTIN CLUB,85,17.45,118468,1000,111110,121301,2
20170202,MUSHROOM SOUP,85,24.53,118468,1000,111110,121301,2
20170202,SPRITE,85,6.6,118468,1000,111110,121301,2
20170202,EARL GREY,85,8.49,118468,1000,111110,121301,2
20170202,PATTY MELT,1,9.06,118475,1000,131153,140943,1
20170202,BOLOGNAISE,85,19.81,118488,1001,170254,172608,1
20170202,VIETNAMESE PHO,85,18.39,118490,1001,174456,183334,1
20170202,SET SALMON ROLL,85,27.83,118490,1001,174456,183334,1
20170202,MONTH CAKE 1KG,4,9.43,118498,1000,194714,194825,1
20170202,WHITE RICE,4,0.38,118500,1000,204931,210251,1
20170202,W'MELON JUICE,35,3.96,118501,1000,205531,214624,4
20170202,FRUIT PLATE,35,3.96,118501,1000,205531,214624,4
20170202,TEH TARIK,35,3.58,118501,1000,205531,214624,4
20170202,NYONYA CURRY,35,6.98,118501,1000,205531,214624,4
20170202,H/DEW JUICE,35,3.96,118501,1000,205531,214624,4
20170202,COKE,35,2.64,118501,1000,205531,214624,4
20170202,MONTH CAKE 1KG,68,14.15,118502,1000,211552,211632,1
20170202,CARBONARA,4,3.49,118506,1000,215301,221857,2
20170203,BUFF.BREAKFAST(A),15,16.41,118524,1000,81213,95326,3
20170203,BUFF.BREAKFAST(A),15,5.47,118526,1000,92446,94929,1
20170203,BUFF.BREAKFAST(C),15,2.74,118527,1000,92903,93057,2
20170203,BUFF.BREAKFAST(A),15,5.47,118527,1000,92903,93057,2
20170203,MONTH CAKE 1KG,68,28.3,118528,1000,93026,93131,0
20170203,BUFF.BREAKFAST(A),15,5.47,118529,1000,101822,101906,1
20170203,SET N/TONGUE,85,27.83,118530,1001,110620,113715,1
20170203,NASI LEMAK,90,5.66,118537,1000,124909,140250,5
20170203,PATTY MELT,90,4.53,118537,1000,124909,140250,5
20170203,CHAR KWAY TEOW,90,4.81,118537,1000,124909,140250,5
20170203,AL PESTO,90,4.81,118537,1000,124909,140250,5
20170203,LAKSA JOHOR,90,5.66,118537,1000,124909,140250,5
20170203,SET N/TONGUE,85,27.83,118542,1001,142131,145210,1
20170203,SET N/TONGUE,85,27.83,118545,1001,150052,152704,1
20170203,EASTIN CLUB,35,6.98,118547,1000,162614,225230,1
20170203,TEH TARIK,35,3.58,118547,1000,162614,225230,1
20170203,FRESH BREW COFFEE,35,7.92,118547,1000,162614,225230,1
20170203,MUSHROOM SOUP,35,4.91,118547,1000,162614,225230,1
20170203,CHAR KWAY TEOW,85,16.51,118550,1001,175545,181558,1
20170203,SET HOR FUN,85,27.83,118551,1001,175647,183316,1
20170203,CHICKEN RICE,85,19.81,118556,1001,202050,211825,1
20170203,CALAMARI,85,12.26,118556,1001,202050,211825,1
20170204,TOAST&BAKERY,15,1.7,118570,1000,81642,81818,1
20170204,FRESH BREW COFFEE,15,1.98,118570,1000,81642,81818,1
20170204,BUFF.BREAKFAST(A),15,5.47,118571,1000,84633,91316,1
20170204,BUFF.BREAKFAST(A),15,10.94,118572,1000,84716,93536,2
20170204,BUFF.BREAKFAST(A),15,10.94,118573,1000,92155,100940,2
20170204,CAPPUCCINO,15,2.17,118575,1000,94936,122336,1
20170204,BUFF.BREAKFAST(A),15,5.47,118575,1000,94936,122336,1
20170204,NASI LEMAK,90,5.66,118579,1000,120239,125352,2
20170204,SEAFOOD RAMEN,90,5.66,118579,1000,120239,125352,2
20170204,FRESH BREW COFFEE,15,1.98,118580,1000,121827,125418,1
20170204,MILO,15,1.51,118580,1000,121827,125418,1
20170204,N NUMB TONGUE,15,3.77,118580,1000,121827,125418,1
20170204,CHAR KWAY TEOW,15,3.21,118580,1000,121827,125418,1
20170204,SET HOR FUN,85,27.83,118582,1001,132313,134412,1
20170204,N NUMB TONGUE,15,3.77,118586,1000,142234,151611,1
20170204,GREEN TEA,35,3.4,118588,1000,152138,163053,1
20170204,GARLIC BAGUETE,85,7.07,118589,1000,160531,171456,1
20170204,PRAWN TOSTADAS,85,17.92,118589,1000,160531,171456,1
20170204,LAKSA JOHOR,85,18.87,118589,1000,160531,171456,1
20170204,PERRIER,85,7.54,118589,1000,160531,171456,1
